SampleID	SampleDescription	StudyID	Timepoint	Remission	Breed_Strain	Sex	DogName	Description	Timepoint2	Comments	CCECAI	AlphamuricholicAcid	BetamuricholicAcid	ChenodeoxycholicAcid_primary	CholicAcid_primary	DeoxycholicAcid	GammamuricholicAcid	GlycochenodeoxycholicAcid	GlycocholicAcid	GlycodeoxycholicAcid	LithocholicAcid	OmegamuricholicAcid	TaurochenodeoxycholicAcid	TaurocholicAcid	TaurodeoxycholicAcid	TaurolithocholicAcid	His	Ser	Arg	Gly	Asp	Glu	Thr	Ala	Pro	Cys	Lys	Tyr	Met	Val	Ile	Leu	Phe	AceticAcid	PropionicAcid	IsobutyricAcid	ButyricAcid	IsovalericAcid	ValericAcid	IsocaproicAcid	CaproicAcid	HeptanoicAcid
11702	Georgio_d42_DogFecal	C166_32	42	Diet	Greyhound	M	Georgio	DogFecal	Day42	Normal	1	1371.94619	829.06331	251.646275	1040.40623	0.5	258.29344	0.5	2.819685	0.5	6.594835	4383.257975	0.146395	1.519635	0.5	0.52075	0.5	12	20.545	19.345	20.59	173.4	125.16	3354.845	28.025	0.5	53.375	53.825	51.32	317.645	99.18	180.75	96.375	83.355	0.5	11.425	44.94	0.5	0.805	29.785	0.5	0.5
10832	Gidget_d0_DogFecal	C166_10	0	Complex	Yorkshire_terrier	F	Gidget	DogFecal	Day0	Normal	5	962.86804	0.5	487.97514	744.86211	0.5	75.73398	1.25131	2.16975	0.37722	0.5	0.5	1.23648	2.13775	0.95765	1.06363	1.94	9.42	22.26	10.66	5.75	42.63	52.29	100.21	86.27	3.59	29.75	141.6	93.57	268.01	114.47	235.53	152.58	89.46	198.51	163.68	8.15	0.5	0.5	0.5	0.5	0.5
12636	Gidget_d0_DogFecal	C166_10	0	Complex	YorkshireTerrier	FS	Gidget	DogFecal	Day0	Normal	5	962.86804	0.5	487.97514	744.86211	0.5	75.73398	1.25131	2.16975	0.37722	0.5	0.5	1.23648	2.13775	0.95765	1.06363	1.94	9.42	22.26	10.66	5.75	42.63	52.29	100.21	86.27	3.59	29.75	141.6	93.57	268.01	114.47	235.53	152.58	89.46	198.51	163.68	8.15	0.5	0.5	0.5	0.5	0.5
10841	Gidget_d14_DogFecal	C166_10	14	Complex	Yorkshire_terrier	F	Gidget	DogFecal	Day14	Normal	4	304.38638	67.49561	119.07292	411.04651	0.5	63.25887	0.40354	2.18598	0.32712	0.5	0.5	0.26625	1.39527	1.60651	1.10421	2.52	19.41	19.9	17.5	4.88	66.3	73.12	177.08	98.65	3.38	63.73	117.79	101.34	208.78	181.38	276.89	146.48	100.06	163.79	46.12	6.82	0.5	0.5	10.47	0.5	0.5
10845	Gidget_d28_DogFecal	C166_10	28	Complex	Yorkshire_terrier	F	Gidget	DogFecal	Day28	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10846	Gidget_d42_DogFecal	C166_10	42	Complex	Yorkshire_terrier	F	Gidget	DogFecal	Day42	Normal	0	3139.12781	90.61822	168.77954	1255.7119	0.5	124.2306	0.3038	2.76734	0.61504	0.5	0.5	0.23113	6.82733	10.14697	4.89042	0.5	5.88	15.72	17.34	4.94	60.98	76.81	129.6	34.29	1.55	39.3	118.62	81.41	289.73	202.68	327.62	145.06	118.34	152	40.61	2.84	0.5	0.5	7.87	0.5	0.5
10913	Gidget_d42_DogFecal	C166_10	42	Complex	Yorkshire_terrier	F	Gidget	DogFecal	Day42	Normal	0	3139.12781	90.61822	168.77954	1255.7119	0.5	124.2306	0.3038	2.76734	0.61504	0.5	0.5	0.23113	6.82733	10.14697	4.89042	0.5	5.88	15.72	17.34	4.94	60.98	76.81	129.6	34.29	1.55	39.3	118.62	81.41	289.73	202.68	327.62	145.06	118.34	152	40.61	2.84	0.5	0.5	7.87	0.5	0.5
11544	Gidget_d42_DogFecal	C166_10	42	Complex	Yorkshire_terrier	F	Gidget	DogFecal	Day42	Normal	0	3139.12781	90.61822	168.77954	1255.7119	0.5	124.2306	0.3038	2.76734	0.61504	0.5	0.5	0.23113	6.82733	10.14697	4.89042	0.5	5.88	15.72	17.34	4.94	60.98	76.81	129.6	34.29	1.55	39.3	118.62	81.41	289.73	202.68	327.62	145.06	118.34	152	40.61	2.84	0.5	0.5	7.87	0.5	0.5
11703	Gunner_d0_DogFecal	C166_33	0	Diet	German_Shepherd	M	Gunner	DogFecal	Day0	Normal	7	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	56.8	0.5	15.885	4	0.5	0.5	0.5	0.5	0.5
12193	Gunner_d0_DogFecal	C166_33	0	Diet	GermanShepherd	M	Gunner	DogFecal	Day0	Normal	7	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	56.8	0.5	15.885	4	0.5	0.5	0.5	0.5	0.5
11704	Gunner_d14_DogFecal	C166_33	14	Diet	German_Shepherd	M	Gunner	DogFecal	Day14	Normal	4	0.5	0.5	125.536025	1135.089645	0.5	796.654905	17.2279	2.071185	0.5	6.493255	1600.524	0.406985	2.17777	0.5	0.488605	0.5	10.815	35.935	11.23	0.5	19.44	26.07	3319.23	35.76	0.5	61.51	56.685	37.06	84.745	59.26	103.9	49.14	119	1.53	11.42	60.52	8.25	0.5	30.455	0.5	0.5
12194	Gunner_d14_DogFecal	C166_33	14	Diet	GermanShepherd	M	Gunner	DogFecal	Day14	Normal	4	0.5	0.5	125.536025	1135.089645	0.5	796.654905	17.2279	2.071185	0.5	6.493255	1600.524	0.406985	2.17777	0.5	0.488605	0.5	10.815	35.935	11.23	0.5	19.44	26.07	3319.23	35.76	0.5	61.51	56.685	37.06	84.745	59.26	103.9	49.14	119	1.53	11.42	60.52	8.25	0.5	30.455	0.5	0.5
11792	Gunner_d28_DogFecal	C166_33	28	Diet	German_Shepherd	M	Gunner	DogFecal	Day28	Normal	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12195	Gunner_d28_DogFecal	C166_33	28	Diet	GermanShepherd	M	Gunner	DogFecal	Day28	Normal	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11705	Gunner_d42_DogFecal	C166_33	42	Diet	German_Shepherd	M	Gunner	DogFecal	Day42	Normal	0	8532.62481	853.8262	535.519795	2583.847015	6.784235	0.5	0.5	0.89681	0.5	6.62428	8166.972345	1.721635	26.86008	0.5	0.530275	0.5	25.325	33.635	32.35	28.81	89.65	84.95	3320.175	173.545	0.5	121.66	170.805	149.755	705.16	249.13	425.51	201.615	138.475	0.5	13.38	57.585	28.245	13.5	11.6	0.5	0.5
12196	Gunner_d42_DogFecal	C166_33	42	Diet	GermanShepherd	M	Gunner	DogFecal	Day42	Normal	0	8532.62481	853.8262	535.519795	2583.847015	6.784235	0.5	0.5	0.89681	0.5	6.62428	8166.972345	1.721635	26.86008	0.5	0.530275	0.5	25.325	33.635	32.35	28.81	89.65	84.95	3320.175	173.545	0.5	121.66	170.805	149.755	705.16	249.13	425.51	201.615	138.475	0.5	13.38	57.585	28.245	13.5	11.6	0.5	0.5
12631	Hera_d0_DogFecal	C166_42	0	Diet	DobermanPinscher	FS	Hera	DogFecal	Day0	Normal	3	6107.867355	0.5	304.82819	3109.721955	123.59057	0.5	2.90502	0.5	0.5	62.001785	0.5	3.821105	14.537325	3.83028	5.44569	26.16	8.74	64.595	20.33	0.5	32.01	20.01	1897.565	129.56	4.195	40.47	84.845	42.64	166.25	100.665	151.35	97.81	100.955	44.735	110.76	0.5	5.565	14.3	0.47	0.5	0.5
12632	Hera_d14_DogFecal	C166_42	14	Diet	DobermanPinscher	FS	Hera	DogFecal	Day14	Normal	1	12430.04088	2814.11414	710.37913	5534.464965	129.72217	0.5	3.084545	1.75589	0.5	99.758495	558.64732	11.500305	101.773685	0.5	6.245215	0.5	0.5	30.91	13.2	0.5	9.745	29.765	2130.38	9.405	46.48	21.04	53.41	42.24	142.48	103.575	76.49	26.865	0.5	154.995	115.585	18.25	25.55	10.72	0.5	13.07	0.5
12633	Hera_d42_DogFecal	C166_42	42	Diet	DobermanPinscher	FS	Hera	DogFecal	Day42	Normal	1	9922.23618	0.5	1264.434065	6800.100885	0.5	181.72298	0.5	2.135295	0.5	0.5	2099.22448	4.001675	61.92737	0.5	0.144225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.57	164.85	129.205	35.34	35.31	8.705	0.5	12.335	0.5
12645	Jack_d14_DogFecal	C166_35	14	Diet	YorkshireTerrier	MC	Jack	DogFecal	Day14	Normal	0	1.4794725	2.6048725	188.191295	198.412185	398.2859675	1.49856	7.70949	7.7138575	8.890145	198.903985	1.219245	7.805765	8.766845	8.5222975	8.3019825	0.5	15.34	31.825	67.305	8.07	45.655	41.785	0.5	45.135	0.5	116.52	58.94	35.995	58.185	34.47	46.645	53.645	98.845	24.37	55.655	144.245	0.5	0.5	31.62	17.435	0.5
12646	Jack_d42_DogFecal	C166_35	42	Diet	YorkshireTerrier	MC	Jack	DogFecal	Day42	Normal	2	0.5	8.57433	52.81074	351.434295	32.3119	0.5	0.5	0.5	0.5	0.5	188.961005	0.464935	0.5	0.580795	0.5	20.27	71.99	39.91	77.19	38.255	129.695	62.09	0.5	38.01	2.295	55.22	40.74	18.97	67.785	59.74	78.65	44.655	39.575	44.945	0.5	124.92	0.5	0.5	0.5	0.5	0.5
12629	Josie_dNA_DogFecal	C166_control_10	Healthy	Healthy	Unknown	Unknown	Josie	DogFecal	Healthy	Normal	NA	216.37217	0.5	0.5	0.5	1184.74602	0.5	1.34954	0.5	0.940725	509.792585	0.5	0.50106	0.5	1.915295	1.65383	0.5	0.5	0.5	0.5	18.51	6.21	5.905	2039.09	14.765	0.5	23.09	19.44	19.085	34.64	26.18	43.23	28.11	19.465	67.025	73.465	392.55	7.22	1.475	13.045	0.5	0.5
11706	Juniata_d0_DogFecal	C166_34	0	Diet	Greyhound	FS	Juniata	DogFecal	Day0	Normal	4	0.5	0.5	25.13288	79.57239	890.753115	27.4018	1.639465	0.71438	2.14394	131.80727	170.371505	0.0641	0.178675	1.230335	0.543665	11.505	16.11	27.13	44.285	25.395	67.14	39.76	2883.42	29.565	3.55	52.435	68.92	32.56	79.145	37.98	80.64	85.515	135.42	28.495	28.895	26.175	6.155	13.435	0.5	0.5	26.675
12641	Juniata_d0_DogFecal	C166_34	0	Diet	Greyhound	FS	Juniata	DogFecal	Day0	Normal	4	0.5	0.5	25.13288	79.57239	890.753115	27.4018	1.639465	0.71438	2.14394	131.80727	170.371505	0.0641	0.178675	1.230335	0.543665	11.505	16.11	27.13	44.285	25.395	67.14	39.76	2883.42	29.565	3.55	52.435	68.92	32.56	79.145	37.98	80.64	85.515	135.42	28.495	28.895	26.175	6.155	13.435	0.5	0.5	26.675
11707	Juniata_d14_DogFecal	C166_34	14	Diet	Greyhound	FS	Juniata	DogFecal	Day14	Normal	2	0.5	795.235825	11.11421	115.785085	790.852415	0.5	0.5	0.5	1.52543	170.432545	567.475705	0.083935	0.5	0.449425	0.65025	0.5	46.365	43.115	72.885	13.315	153.645	38.135	3819.075	138.3	0.5	93.98	119.015	71.89	242.92	187.87	255.825	166.49	198.75	12.83	6.1	59.905	27.655	2.69	10.305	0.5	0.5
12201	Juniata_d14_DogFecal	C166_34	14	Diet	Greyhound	FS	Juniata	DogFecal	Day14	Normal	2	0.5	795.235825	11.11421	115.785085	790.852415	0.5	0.5	0.5	1.52543	170.432545	567.475705	0.083935	0.5	0.449425	0.65025	0.5	46.365	43.115	72.885	13.315	153.645	38.135	3819.075	138.3	0.5	93.98	119.015	71.89	242.92	187.87	255.825	166.49	198.75	12.83	6.1	59.905	27.655	2.69	10.305	0.5	0.5
12642	Juniata_d14_DogFecal	C166_34	14	Diet	Greyhound	FS	Juniata	DogFecal	Day14	Normal	2	0.5	795.235825	11.11421	115.785085	790.852415	0.5	0.5	0.5	1.52543	170.432545	567.475705	0.083935	0.5	0.449425	0.65025	0.5	46.365	43.115	72.885	13.315	153.645	38.135	3819.075	138.3	0.5	93.98	119.015	71.89	242.92	187.87	255.825	166.49	198.75	12.83	6.1	59.905	27.655	2.69	10.305	0.5	0.5
11793	Juniata_d28_DogFecal	C166_34	28	Diet	Greyhound	FS	Juniata	DogFecal	Day28	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11708	Juniata_d42_DogFecal	C166_34	42	Diet	Greyhound	FS	Juniata	DogFecal	Day42	Normal	2	1135.45844	1754.190585	27.52594	289.179495	945.213085	386.48756	3.227035	1.21447	0.5	204.247975	1870.711585	0.032245	0.5	0.5198	0.65539	0.5	25.155	32.95	30.965	0.5	87.315	73.025	3174.29	48.475	3.145	87.915	151.21	70.65	126.125	100.21	191.63	152.005	136.605	29.16	17.035	36.6	16.505	30.48	23.685	0.5	0.5
12202	Juniata_d42_DogFecal	C166_34	42	Diet	Greyhound	FS	Juniata	DogFecal	Day42	Normal	2	1135.45844	1754.190585	27.52594	289.179495	945.213085	386.48756	3.227035	1.21447	0.5	204.247975	1870.711585	0.032245	0.5	0.5198	0.65539	0.5	25.155	32.95	30.965	0.5	87.315	73.025	3174.29	48.475	3.145	87.915	151.21	70.65	126.125	100.21	191.63	152.005	136.605	29.16	17.035	36.6	16.505	30.48	23.685	0.5	0.5
10910	Kodiak_d0_DogFecal	C166_22	0	Complex	Greater_Swiss_Mountain_Dog	M	Kodiak	DogFecal	Day0	Normal	4	963.56966	0.5	0.5	639.00114	0.5	0.5	0.5	2.25834	0.34679	0.5	0.5	0.3949	11.74462	0.5	0.5	35.47	5.74	13.33	9.7	13.59	49.57	4.59	110.61	8.72	1	114.99	58.79	69.16	451.86	133.72	266.59	164.93	7.33	84.5	0.01	0.5	0.5	0.5	0.5	0.5	0.5
11545	Kodiak_d0_DogFecal	C166_22	0	Complex	Greater_Swiss_Mountain_Dog	M	Kodiak	DogFecal	Day0	Normal	4	963.56966	0.5	0.5	639.00114	0.5	0.5	0.5	2.25834	0.34679	0.5	0.5	0.3949	11.74462	0.5	0.5	35.47	5.74	13.33	9.7	13.59	49.57	4.59	110.61	8.72	1	114.99	58.79	69.16	451.86	133.72	266.59	164.93	7.33	84.5	0.01	0.5	0.5	0.5	0.5	0.5	0.5
11732	Kodiak_d0_DogFecal	C166_22	0	Complex	Greater_Swiss_Mountain_Dog	M	Kodiak	DogFecal	Day0	Normal	4	963.56966	0.5	0.5	639.00114	0.5	0.5	0.5	2.25834	0.34679	0.5	0.5	0.3949	11.74462	0.5	0.5	35.47	5.74	13.33	9.7	13.59	49.57	4.59	110.61	8.72	1	114.99	58.79	69.16	451.86	133.72	266.59	164.93	7.33	84.5	0.01	0.5	0.5	0.5	0.5	0.5	0.5
11733	Kodiak_d14_DogFecal	C166_22	14	Complex	Greater_Swiss_Mountain_Dog	M	Kodiak	DogFecal	Day14	Normal	5	1694.66901	148.86974	387.3163	1240.84403	0.5	0.5	0.7814	3.07781	0.38316	0.5	0.5	22.19047	36.18765	0.67646	0.33269	0.5	67.65	124.93	89.41	18.5	149.12	207.3	506.49	146.44	6.99	172.86	157.54	153.23	436.39	262.42	463.07	263.69	96.23	286.64	86.62	6.15	0.5	0.5	6.23	0.5	0.5
12206	Kodiak_d14_DogFecal	C166_22	14	Complex	GreaterSwissMtnDog	MN	Kodiak	DogFecal	Day14	Normal	5	1694.66901	148.86974	387.3163	1240.84403	0.5	0.5	0.7814	3.07781	0.38316	0.5	0.5	22.19047	36.18765	0.67646	0.33269	0.5	67.65	124.93	89.41	18.5	149.12	207.3	506.49	146.44	6.99	172.86	157.54	153.23	436.39	262.42	463.07	263.69	96.23	286.64	86.62	6.15	0.5	0.5	6.23	0.5	0.5
12638	Kodiak_d14_DogFecal	C166_22	14	Complex	GreaterSwissMountain	MN	Kodiak	DogFecal	Day14	Normal	5	1694.66901	148.86974	387.3163	1240.84403	0.5	0.5	0.7814	3.07781	0.38316	0.5	0.5	22.19047	36.18765	0.67646	0.33269	0.5	67.65	124.93	89.41	18.5	149.12	207.3	506.49	146.44	6.99	172.86	157.54	153.23	436.39	262.42	463.07	263.69	96.23	286.64	86.62	6.15	0.5	0.5	6.23	0.5	0.5
11734	Kodiak_d28_DogFecal	C166_22	28	Complex	Greater_Swiss_Mountain_Dog	M	Kodiak	DogFecal	Day28	Normal	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11735	Kodiak_d42_DogFecal	C166_22	42	Complex	Greater_Swiss_Mountain_Dog	M	Kodiak	DogFecal	Day42	Normal	1	2453.59503	446.72329	321.24077	1327.97857	0.5	51.03663	1.07573	2.24784	0.2171	0.5	0.5	0.80772	6.83247	0.5292	0.44026	7.76	46.76	92.86	37.98	10.23	227.58	201.11	321.9	94.63	2.95	105.32	242.73	135.8	432.74	297.36	485.54	240.65	85.16	211.46	92.18	6.55	2.03	0.5	5.94	0.5	0.5
12207	Kodiak_d42_DogFecal	C166_22	42	Complex	GreaterSwissMtnDog	MN	Kodiak	DogFecal	Day42	Normal	1	2453.59503	446.72329	321.24077	1327.97857	0.5	51.03663	1.07573	2.24784	0.2171	0.5	0.5	0.80772	6.83247	0.5292	0.44026	7.76	46.76	92.86	37.98	10.23	227.58	201.11	321.9	94.63	2.95	105.32	242.73	135.8	432.74	297.36	485.54	240.65	85.16	211.46	92.18	6.55	2.03	0.5	5.94	0.5	0.5
12639	Kodiak_d42_DogFecal	C166_22	42	Complex	GreaterSwissMountain	MN	Kodiak	DogFecal	Day42	Normal	1	2453.59503	446.72329	321.24077	1327.97857	0.5	51.03663	1.07573	2.24784	0.2171	0.5	0.5	0.80772	6.83247	0.5292	0.44026	7.76	46.76	92.86	37.98	10.23	227.58	201.11	321.9	94.63	2.95	105.32	242.73	135.8	432.74	297.36	485.54	240.65	85.16	211.46	92.18	6.55	2.03	0.5	5.94	0.5	0.5
12628	Korra_dNA_DogFecal	C166_control_9	Healthy	Healthy	Unknown	Unknown	Korra	DogFecal	Healthy	Normal	NA	2247.342705	0.5	0.5	485.583365	3405.36544	52.35643	0.5	0.5	0.5	658.48859	17084.20186	0.5	0.5	2.31554	0.5	0.5	7.24	7.275	21.72	18.925	24.025	22.95	0.5	15.82	0.5	36.36	5.93	14.565	69.845	37.905	67.8	50.18	69.825	39.665	21.755	38.84	0.5	0.5	0.405	0.5	0.5
12620	Lily_dNA_DogFecal	C166_control_1	Healthy	Healthy	Unknown	Unknown	Lily	DogFecal	Healthy	Normal	NA	205.087345	74.09788	0.5	0.5	919.6681	30.93029	1.806405	0.5	0.736485	381.32276	0.5	6.678205	0.5	0.5	0.5	0.5	0.5	0.5	0.5	9.91	0.5	6.56	11.885	21.87	0.5	4.29	36.275	7.045	40.795	0.5	31.65	25.18	205.155	34.7	71.86	675.79	35.51	0.5	3.155	0.5	0.5
12627	Lizzie_dNA_DogFecal	C166_control_8	Healthy	Healthy	Unknown	Unknown	Lizzie	DogFecal	Healthy	Normal	NA	1327.796955	58.089895	0.5	100.05624	3903.00168	372.537525	0.5	0.5	3.14652	1531.957525	0.5	0.5	0.5	0.5	0.5	0.5	10.04	14.465	38.01	38.75	47.62	40.51	172.11	54.885	0.5	52.845	40.54	43.515	146.01	103.08	117.07	58.9	381.94	62.315	8.81	25.29	11.55	2.4	3.025	0.5	0.5
10905	Maude_d0_DogFecal	C166_21	0	Diet	Amer_Pit_Bull_Terrier	F	Maude	DogFecal	Day0	Normal	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10906	Maude_d14_DogFecal	C166_21	14	Diet	Amer_Pit_Bull_Terrier	F	Maude	DogFecal	Day14	Normal	3	76.32524	95.09025	12.015035	32.217885	671.65742	0.5	0.5	2.00625	1.416395	140.97561	311.93948	0.125275	0.5	1.44059	0.970595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
10907	Maude_d28_DogFecal	C166_21	28	Diet	Amer_Pit_Bull_Terrier	F	Maude	DogFecal	Day28	Normal	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10908	Maude_d42_DogFecal	C166_21	42	Diet	Amer_Pit_Bull_Terrier	F	Maude	DogFecal	Day42	Normal	1	186.989955	0.5	20.185005	120.760235	1040.26711	0.5	1.15143	0.854745	2.53972	294.415905	1046.679885	0.1061	0.5	1.190395	0.78108	0.5	12.075	18.28	15.61	9.685	62.115	86.95	3072.605	53.685	8.01	85.23	101.97	67.13	212.14	122.63	217.19	139.065	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
10805	Olivia_d0_DogFecal	C166_09	0	Complex	Dachshund	F	Olivia	DogFecal	Day0	Normal	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10934	Olivia_d0_DogFecal	C166_09	0	Complex	Dachshund	F	Olivia	DogFecal	Day0	Normal	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10838	Olivia_d14_DogFecal	C166_09	14	Complex	Dachshund	F	Olivia	DogFecal	Day14	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10935	Olivia_d14_DogFecal	C166_09	14	Complex	Dachshund	F	Olivia	DogFecal	Day14	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11542	Olivia_d14_DogFecal	C166_09	14	Complex	Dachshund	F	Olivia	DogFecal	Day14	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11547	Olivia_d14_DogFecal	C166_09	14	Complex	Dachshund	F	Olivia	DogFecal	Day14	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10839	Olivia_d28_DogFecal	C166_09	28	Complex	Dachshund	F	Olivia	DogFecal	Day28	Normal	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10936	Olivia_d28_DogFecal	C166_09	28	Complex	Dachshund	F	Olivia	DogFecal	Day28	Normal	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11543	Olivia_d28_DogFecal	C166_09	28	Complex	Dachshund	F	Olivia	DogFecal	Day28	Normal	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11548	Olivia_d28_DogFecal	C166_09	28	Complex	Dachshund	F	Olivia	DogFecal	Day28	Normal	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10830	Olivia_d42_DogFecal	C166_09	42	Complex	Dachshund	F	Olivia	DogFecal	Day42	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10937	Olivia_d42_DogFecal	C166_09	42	Complex	Dachshund	F	Olivia	DogFecal	Day42	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11549	Olivia_d42_DogFecal	C166_09	42	Complex	Dachshund	F	Olivia	DogFecal	Day42	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10831	Olivia_d56_DogFecal	C166_09	56	Complex	Dachshund	F	Olivia	DogFecal	Day56	Normal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10938	Olivia_d56_DogFecal	C166_09	56	Complex	Dachshund	F	Olivia	DogFecal	Day56	Normal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
